HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,TravelGroupSize,Deck,Num,Side
Mars,True,TRAPPIST-1e,60,False,0,0,0,0,0,True,2,F,49,S
Earth,False,TRAPPIST-1e,22,False,0,0,313,299,92,False,1,F,50,S
Europa,False,TRAPPIST-1e,26,False,0,4810,0,981,2054,False,1,E,16,S
Earth,False,TRAPPIST-1e,26,False,66,29,0,0,803,False,1,F,56,P
Earth,True,TRAPPIST-1e,28,False,0,0,0,0,0,True,1,G,43,P
Europa,True,TRAPPIST-1e,39,False,0,0,0,0,0,True,1,D,8,S
Earth,False,TRAPPIST-1e,13,False,118,0,0,754,1,False,1,F,51,S
Earth,False,55 Cancri e,47,False,0,231,592,0,0,True,1,F,52,S
Earth,False,TRAPPIST-1e,63,False,0,25,128,0,1240,False,1,F,59,P
Europa,True,55 Cancri e,28,False,0,0,0,0,0,True,1,D,9,S
Earth,False,55 Cancri e,50,False,44,2390,0,53,0,True,1,F,61,P
Earth,False,TRAPPIST-1e,35,False,0,0,0,888,0,False,2,,,
Earth,False,TRAPPIST-1e,45,False,0,97,0,14,333,False,2,G,45,P
Earth,False,TRAPPIST-1e,19,False,0,0,2078,0,0,True,1,F,63,P
Earth,False,TRAPPIST-1e,21,False,0,918,0,0,0,True,1,F,54,S
Earth,True,PSO J318.5-22,29,False,0,0,0,0,0,True,2,G,46,P
Earth,False,TRAPPIST-1e,22,False,146,654,1,0,2,True,2,F,64,P
Europa,True,TRAPPIST-1e,14,False,0,0,0,0,0,True,2,E,16,P
Europa,True,55 Cancri e,42,False,0,0,0,0,0,True,2,E,16,P
Earth,False,55 Cancri e,57,False,3,1281,29,162,13,False,1,F,65,P
Europa,True,55 Cancri e,39,False,0,0,0,0,0,True,2,,,
Europa,False,TRAPPIST-1e,28,False,0,587,32,6,1460,False,2,B,12,P
Earth,False,55 Cancri e,19,False,0,0,0,0,828,False,1,F,55,S
Europa,True,55 Cancri e,19,False,0,0,0,0,0,True,1,C,12,S
Europa,False,55 Cancri e,26,False,0,4458,0,1157,262,True,4,B,7,S
Europa,True,TRAPPIST-1e,17,False,0,0,0,0,0,True,4,B,7,S
Europa,True,TRAPPIST-1e,43,False,0,0,0,0,0,True,4,B,7,S
Europa,False,55 Cancri e,9,False,0,0,0,0,0,True,4,B,7,S
Europa,False,TRAPPIST-1e,40,False,0,6500,88,1090,0,True,1,D,10,S
Europa,True,TRAPPIST-1e,50,False,0,0,0,0,0,True,1,B,8,S
Earth,False,TRAPPIST-1e,24,False,90,2,1324,17,0,True,1,G,47,P
Europa,True,55 Cancri e,57,False,0,0,0,0,0,True,1,A,3,P
Earth,True,TRAPPIST-1e,16,False,0,0,0,0,0,False,1,,,
Earth,False,TRAPPIST-1e,23,False,0,0,15,0,1370,False,1,F,67,P
,True,TRAPPIST-1e,23,False,0,0,0,0,0,True,1,G,41,S
Europa,False,TRAPPIST-1e,28,False,0,422,0,1851,5166,False,1,E,18,S
Europa,False,55 Cancri e,23,False,0,584,0,20,2469,False,1,C,7,P
Earth,False,TRAPPIST-1e,23,False,368,175,259,1,101,False,1,E,19,S
Earth,False,TRAPPIST-1e,18,False,0,0,1359,0,0,True,1,F,59,S
Earth,False,TRAPPIST-1e,18,False,1194,0,157,6,0,False,1,F,60,S
Europa,False,TRAPPIST-1e,67,False,0,230,0,4476,241,False,1,,,
Earth,False,PSO J318.5-22,60,False,7,540,1,0,4,True,4,F,68,P
Earth,True,55 Cancri e,28,False,0,0,0,0,0,True,4,G,50,P
Earth,False,55 Cancri e,49,False,331,0,0,318,0,True,4,F,68,P
Earth,False,55 Cancri e,0,False,0,0,0,0,0,True,4,G,50,P
Earth,False,55 Cancri e,26,False,386,0,74,0,1330,False,1,G,51,P
,True,PSO J318.5-22,35,False,0,0,0,0,0,True,1,G,42,S
Europa,False,TRAPPIST-1e,24,False,0,2628,0,170,0,True,2,B,9,S
Europa,True,TRAPPIST-1e,20,False,0,0,0,0,0,True,2,B,9,S
Earth,False,TRAPPIST-1e,18,False,0,2,0,0,0,False,2,G,44,S
Earth,False,TRAPPIST-1e,21,False,0,5,3,0,0,False,2,G,44,S
,False,TRAPPIST-1e,59,True,1018,0,209,0,0,False,1,F,61,S
Earth,True,PSO J318.5-22,13,False,0,0,0,0,0,False,1,G,45,S
Earth,True,55 Cancri e,43,False,0,0,0,0,0,False,1,G,53,P
Earth,True,TRAPPIST-1e,29,False,0,0,0,0,0,False,1,G,47,S
Earth,False,TRAPPIST-1e,19,False,17,0,784,0,2,True,1,,,
Europa,False,TRAPPIST-1e,2,False,0,0,0,0,0,True,3,C,14,S
Europa,False,TRAPPIST-1e,32,False,247,4651,0,46,202,True,3,C,14,S
Europa,False,TRAPPIST-1e,33,False,443,317,0,148,1260,False,3,C,14,S
Earth,False,TRAPPIST-1e,25,False,0,0,251,0,552,False,1,F,72,P
Mars,True,55 Cancri e,29,False,0,0,0,0,0,True,1,F,73,P
Mars,False,TRAPPIST-1e,29,False,5715,2,211,1476,0,False,1,F,62,S
Earth,False,TRAPPIST-1e,44,False,695,1,16,0,0,False,1,F,74,P
Mars,True,55 Cancri e,2,False,0,0,0,0,0,True,3,F,63,S
Mars,False,TRAPPIST-1e,19,False,417,349,634,3,1057,True,3,F,63,S
Mars,False,55 Cancri e,0,False,0,0,0,0,0,True,3,F,63,S
Earth,True,TRAPPIST-1e,18,False,0,0,0,0,0,True,1,G,48,S
Europa,True,55 Cancri e,38,False,0,0,0,0,0,True,1,B,10,S
Earth,True,PSO J318.5-22,5,False,0,0,0,0,0,False,1,G,57,P
Earth,False,PSO J318.5-22,31,False,121,0,0,274,907,False,1,F,76,P
Mars,True,TRAPPIST-1e,30,False,0,0,0,0,0,False,1,E,21,S
Earth,True,55 Cancri e,15,False,0,0,0,0,0,True,1,G,59,P
Mars,False,TRAPPIST-1e,27,False,434,0,1434,0,0,False,1,F,64,S
Mars,False,TRAPPIST-1e,22,False,142,2876,202,3,0,True,2,D,12,P
Mars,True,TRAPPIST-1e,36,False,520,0,1865,0,0,True,2,,,
Earth,True,PSO J318.5-22,14,False,0,0,0,0,0,True,1,G,60,P
Mars,False,TRAPPIST-1e,23,False,2001,0,2975,0,0,False,1,F,78,P
Earth,True,TRAPPIST-1e,18,False,0,0,0,0,0,True,1,,,
Europa,True,55 Cancri e,36,False,0,0,0,0,0,True,1,B,15,P
Earth,False,TRAPPIST-1e,41,False,0,1198,0,124,572,False,1,F,65,S
Earth,True,TRAPPIST-1e,50,False,0,0,0,0,0,True,2,G,50,S
Earth,True,PSO J318.5-22,32,False,0,0,0,0,0,True,2,G,50,S
Earth,False,PSO J318.5-22,26,False,148,0,453,0,88,False,1,F,66,S
Earth,False,TRAPPIST-1e,15,False,358,212,33,0,112,False,1,F,67,S
Earth,False,55 Cancri e,33,False,0,36,0,280,417,True,1,F,68,S
Earth,False,55 Cancri e,28,False,0,0,0,685,21,False,1,G,51,S
Mars,False,TRAPPIST-1e,26,False,2832,107,4447,15,4,False,2,F,82,P
Mars,True,TRAPPIST-1e,61,False,0,0,0,0,0,True,2,F,82,P
Earth,False,TRAPPIST-1e,24,False,0,0,592,177,58,True,1,G,53,S
Earth,False,TRAPPIST-1e,30,False,0,95,0,441,1023,False,1,F,83,P
Mars,True,TRAPPIST-1e,24,False,0,0,0,0,0,True,1,F,84,P
Earth,False,TRAPPIST-1e,24,False,0,5,0,2766,0,False,1,F,85,P
Earth,True,TRAPPIST-1e,41,False,0,0,0,0,0,False,1,G,62,P
Earth,False,TRAPPIST-1e,20,False,0,0,558,0,230,False,1,E,22,P
Earth,False,TRAPPIST-1e,22,False,116,0,786,6,0,True,1,G,54,S
Europa,False,55 Cancri e,63,False,0,1068,0,176,8188,False,1,C,15,S
Europa,False,55 Cancri e,18,False,17,215,4,5132,697,False,7,B,11,S
Europa,True,55 Cancri e,21,False,0,0,0,0,0,True,7,B,11,S
Europa,False,TRAPPIST-1e,79,False,5649,235,7,2579,2175,False,7,B,11,S
Europa,True,TRAPPIST-1e,56,False,0,0,0,0,0,True,7,B,11,S
Europa,True,TRAPPIST-1e,13,False,0,0,0,0,0,True,7,B,11,S
Europa,False,TRAPPIST-1e,33,False,0,2491,6,1173,1059,False,7,B,11,S
