HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,TravelGroupSize,Deck,Num,Side
Europa,False,TRAPPIST-1e,38,False,0,5840,0,321,9654,False,1,C,4.0,S
Earth,True,TRAPPIST-1e,13,False,0,0,0,0,0,False,1,G,13.0,S
Mars,False,TRAPPIST-1e,42,False,7406,0,0,0,0,False,3,F,16.0,P
Mars,True,TRAPPIST-1e,2,False,0,0,0,0,0,True,3,F,16.0,P
Mars,False,TRAPPIST-1e,8,False,0,0,0,0,0,True,3,F,16.0,P
Earth,False,TRAPPIST-1e,24,False,688,0,0,0,17,True,1,G,14.0,S
Europa,True,TRAPPIST-1e,40,False,0,0,0,0,0,True,1,C,5.0,S
Earth,False,TRAPPIST-1e,43,False,211,0,0,638,513,False,1,F,17.0,P
Mars,True,PSO J318.5-22,45,False,0,0,0,0,0,True,1,E,5.0,S
Earth,True,TRAPPIST-1e,35,False,0,0,0,0,0,True,1,G,15.0,S
Earth,True,TRAPPIST-1e,26,False,0,0,0,0,0,True,2,G,16.0,S
Earth,False,TRAPPIST-1e,27,False,1,697,31,188,0,False,2,F,20.0,S
Earth,False,TRAPPIST-1e,19,False,0,0,670,1,34,False,3,G,9.0,P
Earth,True,TRAPPIST-1e,0,False,0,0,0,0,0,True,3,G,9.0,P
Earth,True,TRAPPIST-1e,3,False,0,0,0,0,0,True,3,G,9.0,P
Europa,False,TRAPPIST-1e,54,False,0,1208,0,3,637,False,1,A,2.0,S
Earth,False,TRAPPIST-1e,26,False,0,856,5,32,0,False,2,G,11.0,P
Earth,False,TRAPPIST-1e,26,False,0,2811,957,0,87,True,2,G,11.0,P
Earth,False,PSO J318.5-22,23,False,311,427,526,37,0,False,2,F,19.0,P
Earth,True,TRAPPIST-1e,2,False,0,0,0,0,0,True,2,G,12.0,P
Mars,True,TRAPPIST-1e,31,False,0,0,0,0,0,True,1,,,
Earth,False,TRAPPIST-1e,18,False,0,0,0,830,91,False,1,F,23.0,S
Earth,False,TRAPPIST-1e,24,False,0,0,0,0,17,True,3,F,24.0,S
Earth,True,55 Cancri e,9,False,0,0,0,0,0,True,3,G,18.0,S
Earth,True,TRAPPIST-1e,6,False,0,0,0,0,0,False,3,G,18.0,S
Earth,True,TRAPPIST-1e,27,False,0,0,570,2,131,False,1,F,21.0,P
Mars,False,TRAPPIST-1e,21,False,1743,5,17,0,0,False,1,D,2.0,S
Earth,True,TRAPPIST-1e,23,False,0,0,0,0,0,False,3,G,19.0,S
Earth,False,TRAPPIST-1e,31,False,562,0,326,0,0,False,3,G,19.0,S
Earth,False,TRAPPIST-1e,0,False,0,0,0,0,0,True,3,G,19.0,S
Europa,False,TRAPPIST-1e,32,False,0,410,6,3929,764,False,4,,,
Europa,True,TRAPPIST-1e,40,False,0,331,0,0,1687,False,4,B,5.0,P
Europa,False,TRAPPIST-1e,42,False,2209,11418,0,1868,445,True,4,B,5.0,P
Europa,True,TRAPPIST-1e,28,False,0,0,0,0,0,True,4,B,5.0,P
Europa,True,TRAPPIST-1e,29,False,0,0,0,0,0,True,1,E,6.0,S
Europa,False,55 Cancri e,48,True,0,2537,87,17,13,True,1,B,1.0,S
Earth,False,TRAPPIST-1e,64,False,0,0,804,0,0,True,1,F,23.0,P
Earth,False,TRAPPIST-1e,27,False,82,157,429,238,1,False,1,G,20.0,S
Mars,True,TRAPPIST-1e,26,False,0,0,0,0,0,True,1,F,24.0,P
Europa,False,TRAPPIST-1e,33,False,1,2223,0,12,404,True,1,D,4.0,P
,False,TRAPPIST-1e,39,False,0,2344,0,65,6898,False,2,A,0.0,P
Europa,True,TRAPPIST-1e,13,False,0,0,0,0,0,True,2,A,0.0,P
Mars,True,TRAPPIST-1e,24,False,0,0,0,0,0,True,1,F,25.0,P
Earth,False,TRAPPIST-1e,29,False,0,0,0,699,74,False,1,G,21.0,S
Earth,False,TRAPPIST-1e,18,False,55,597,49,0,1,False,1,F,27.0,P
Mars,True,TRAPPIST-1e,67,False,0,0,0,0,0,True,1,F,27.0,S
Mars,False,TRAPPIST-1e,35,False,701,0,296,0,25,False,1,E,7.0,S
Mars,False,TRAPPIST-1e,61,True,2353,334,9,316,2,False,2,D,3.0,S
Mars,False,TRAPPIST-1e,45,False,2103,6,0,0,0,False,2,E,8.0,S
Earth,True,PSO J318.5-22,22,False,0,0,0,0,0,True,1,G,22.0,S
Mars,True,TRAPPIST-1e,19,False,0,0,0,0,0,True,2,F,29.0,S
Mars,False,TRAPPIST-1e,36,False,2738,0,0,0,0,False,2,D,5.0,S
Earth,False,TRAPPIST-1e,19,False,0,14,730,0,0,True,1,G,17.0,P
Earth,False,PSO J318.5-22,47,False,97,418,126,25,55,False,1,G,23.0,S
Earth,True,TRAPPIST-1e,13,False,0,0,0,0,0,True,2,G,18.0,P
Earth,False,,34,False,0,22,0,564,207,False,2,E,5.0,P
Europa,True,55 Cancri e,35,False,0,0,0,0,0,True,1,C,6.0,S
Earth,True,TRAPPIST-1e,24,False,0,0,0,0,0,True,2,G,19.0,P
Earth,False,TRAPPIST-1e,26,False,440,0,0,0,462,False,2,F,29.0,P
Mars,False,TRAPPIST-1e,31,False,0,0,97,0,0,False,1,F,30.0,P
Earth,False,TRAPPIST-1e,20,False,0,420,210,0,0,True,1,F,31.0,S
Earth,False,TRAPPIST-1e,56,False,0,0,0,0,0,False,1,G,25.0,S
Earth,True,TRAPPIST-1e,50,False,0,0,0,0,0,True,1,G,26.0,S
Mars,False,TRAPPIST-1e,42,False,1072,0,10,0,76,False,1,F,31.0,P
Earth,True,55 Cancri e,27,False,0,0,0,0,0,True,1,G,27.0,S
Earth,True,55 Cancri e,38,False,0,0,0,0,0,False,1,G,20.0,P
Earth,False,,41,False,0,0,0,0,607,False,1,F,32.0,P
Earth,False,TRAPPIST-1e,22,False,4119,0,0,0,61,False,1,G,22.0,P
Europa,True,TRAPPIST-1e,26,False,0,0,0,0,0,True,2,B,8.0,P
Europa,True,TRAPPIST-1e,17,False,0,0,0,0,0,True,2,B,8.0,P
Earth,False,TRAPPIST-1e,57,False,50,1688,0,0,135,True,2,G,28.0,S
Earth,True,PSO J318.5-22,17,False,0,0,0,0,0,False,2,G,28.0,S
Mars,True,TRAPPIST-1e,35,False,0,0,0,0,0,True,1,F,37.0,P
Mars,True,TRAPPIST-1e,13,False,0,0,0,0,0,True,2,F,35.0,S
Mars,False,TRAPPIST-1e,27,False,1365,0,48,22,137,False,2,F,35.0,S
Earth,True,TRAPPIST-1e,31,False,0,0,0,0,0,False,1,G,23.0,P
Earth,False,TRAPPIST-1e,24,False,0,0,0,221,567,False,1,E,10.0,S
Earth,True,PSO J318.5-22,19,False,0,0,0,0,0,True,1,G,30.0,S
Earth,True,TRAPPIST-1e,32,False,0,0,0,0,0,True,1,G,24.0,P
Earth,True,TRAPPIST-1e,58,False,0,985,0,5,0,True,1,E,11.0,S
Earth,False,55 Cancri e,21,False,287,0,16,115,175,False,1,F,38.0,P
Europa,False,TRAPPIST-1e,38,False,0,10346,1,14970,2111,False,1,B,2.0,S
Mars,False,TRAPPIST-1e,38,False,3414,0,161,28,119,False,1,D,6.0,S
Earth,False,TRAPPIST-1e,19,False,1,219,673,2,11,True,3,G,26.0,P
Earth,False,TRAPPIST-1e,0,False,0,0,0,0,0,False,3,G,26.0,P
Earth,False,TRAPPIST-1e,3,False,0,0,0,0,0,True,3,G,26.0,P
Earth,False,TRAPPIST-1e,20,False,0,0,3,299,92,False,1,G,27.0,P
Europa,True,TRAPPIST-1e,24,False,0,0,0,0,0,True,1,C,3.0,P
Earth,False,TRAPPIST-1e,37,False,17,146,426,0,232,True,1,F,36.0,S
Earth,False,TRAPPIST-1e,25,False,62,0,0,0,956,False,1,G,28.0,P
Earth,True,TRAPPIST-1e,56,False,0,0,0,0,0,True,1,G,31.0,S
Earth,False,55 Cancri e,49,False,84,3,401,202,98,False,1,E,8.0,P
Earth,True,55 Cancri e,11,False,0,0,0,0,0,False,1,G,32.0,S
Earth,True,TRAPPIST-1e,1,False,0,0,0,0,0,True,3,G,29.0,P
Earth,False,TRAPPIST-1e,8,False,0,0,0,0,0,False,3,G,29.0,P
Earth,False,TRAPPIST-1e,39,False,0,0,10,898,0,False,3,G,29.0,P
Mars,True,TRAPPIST-1e,2,False,0,0,0,0,0,True,3,F,41.0,P
Mars,False,TRAPPIST-1e,23,False,0,0,8,1072,0,False,3,F,41.0,P
Mars,False,TRAPPIST-1e,0,False,0,0,0,0,0,True,3,F,41.0,P
Mars,False,TRAPPIST-1e,39,False,406,0,867,0,0,True,1,F,42.0,P
Mars,False,PSO J318.5-22,25,False,1052,0,719,0,7,False,1,D,5.0,P
Europa,False,TRAPPIST-1e,36,False,0,972,0,795,575,False,1,C,5.0,P
Earth,True,PSO J318.5-22,52,False,0,0,0,0,0,True,1,G,30.0,P
Earth,True,TRAPPIST-1e,18,False,0,0,0,0,0,False,1,G,33.0,S
Earth,True,TRAPPIST-1e,15,False,0,0,0,0,0,True,1,G,31.0,P
Europa,True,TRAPPIST-1e,35,False,0,0,0,0,0,True,2,B,3.0,S
Europa,True,TRAPPIST-1e,47,False,0,0,0,0,0,True,2,B,3.0,S
Europa,True,55 Cancri e,45,False,0,0,0,0,0,True,2,B,9.0,P
Europa,False,55 Cancri e,27,False,0,2433,0,878,443,True,2,A,2.0,P
Europa,True,TRAPPIST-1e,51,False,0,0,0,0,0,True,1,C,8.0,S
Earth,False,TRAPPIST-1e,29,False,0,2,66,0,705,False,1,G,34.0,S
Europa,False,55 Cancri e,27,False,2,1720,12,1125,122,True,1,C,9.0,S
Earth,True,PSO J318.5-22,19,False,0,0,0,0,0,False,1,G,32.0,P
,True,55 Cancri e,24,False,0,0,0,0,0,True,1,D,6.0,P
Mars,False,TRAPPIST-1e,29,False,902,1,137,0,0,True,3,F,44.0,P
Mars,True,TRAPPIST-1e,11,False,0,0,0,0,0,True,3,F,44.0,P
Mars,False,TRAPPIST-1e,17,False,848,0,307,182,0,False,3,F,44.0,P
Earth,False,TRAPPIST-1e,13,False,192,0,0,51,739,False,2,E,9.0,P
Earth,False,TRAPPIST-1e,35,False,147,188,0,10,387,False,2,F,45.0,P
Earth,False,TRAPPIST-1e,21,False,367,281,0,0,146,False,1,F,46.0,P
Earth,False,55 Cancri e,21,False,0,56,0,0,1918,False,1,F,40.0,S
Earth,False,TRAPPIST-1e,38,False,1517,0,0,27,0,False,1,F,47.0,P
Earth,True,TRAPPIST-1e,19,False,0,0,0,0,0,True,1,G,36.0,P
Earth,True,TRAPPIST-1e,2,False,0,0,0,0,0,True,7,G,37.0,P
Earth,False,TRAPPIST-1e,0,False,0,0,0,0,0,True,7,G,37.0,P
Earth,True,TRAPPIST-1e,13,False,0,0,0,0,0,False,7,G,37.0,P
Earth,False,TRAPPIST-1e,25,False,122,84,0,0,0,False,7,E,10.0,P
Earth,False,TRAPPIST-1e,16,False,0,3,0,0,1099,False,7,F,48.0,P
Earth,False,55 Cancri e,1,False,0,0,0,0,0,False,7,G,37.0,P
Earth,True,TRAPPIST-1e,15,False,0,0,0,0,0,True,7,G,37.0,P
Mars,False,55 Cancri e,21,False,2237,0,119,0,0,False,7,E,13.0,S
Mars,False,TRAPPIST-1e,23,False,1215,80,1,2,0,False,7,E,13.0,S
Mars,False,TRAPPIST-1e,33,False,1933,12,188,1,0,False,7,E,13.0,S
Mars,True,TRAPPIST-1e,21,False,0,0,0,0,0,True,7,E,13.0,S
Mars,False,TRAPPIST-1e,41,False,1230,0,301,43,1023,False,7,E,13.0,S
Mars,False,TRAPPIST-1e,16,False,915,0,221,234,0,False,7,E,13.0,S
Mars,True,TRAPPIST-1e,42,False,0,0,0,0,0,False,7,E,13.0,S
Mars,False,TRAPPIST-1e,20,False,1406,0,0,11,0,False,3,F,41.0,S
Mars,True,TRAPPIST-1e,24,False,0,0,0,0,0,True,3,F,41.0,S
Mars,True,TRAPPIST-1e,16,False,0,0,0,0,0,True,3,E,14.0,S
Earth,False,TRAPPIST-1e,21,False,0,2,665,0,9,False,1,G,35.0,S
Mars,False,TRAPPIST-1e,32,True,181,0,5,1634,0,False,1,F,42.0,S
Earth,True,PSO J318.5-22,58,False,0,0,0,0,0,True,1,G,38.0,P
Earth,False,TRAPPIST-1e,24,False,4,7,0,713,79,False,1,F,43.0,S
Mars,False,TRAPPIST-1e,30,False,85,0,1,1720,0,False,1,F,44.0,S
Earth,True,PSO J318.5-22,27,False,0,0,0,0,0,False,1,G,36.0,S
Mars,False,TRAPPIST-1e,32,False,56,0,256,1438,0,False,1,F,45.0,S
Earth,False,TRAPPIST-1e,43,False,0,888,0,0,0,False,1,F,50.0,P
Europa,True,TRAPPIST-1e,42,False,0,0,0,0,0,True,1,B,11.0,P
Mars,False,TRAPPIST-1e,37,False,637,0,0,92,319,False,1,,,
Mars,True,TRAPPIST-1e,35,False,0,0,0,0,0,True,1,F,52.0,P
Europa,True,55 Cancri e,33,False,0,1249,0,4812,1116,False,1,E,11.0,P
,False,TRAPPIST-1e,18,False,313,1,691,283,0,False,1,F,46.0,S
Earth,True,TRAPPIST-1e,21,False,0,0,0,0,0,False,1,G,37.0,S
Mars,True,TRAPPIST-1e,43,False,0,0,0,0,0,True,2,,,
Mars,True,55 Cancri e,14,False,0,0,0,0,0,True,2,F,47.0,S
Europa,False,55 Cancri e,46,False,0,3571,0,0,7,True,2,C,6.0,P
Europa,False,TRAPPIST-1e,33,False,0,86,796,584,10912,False,2,C,6.0,P
Mars,False,TRAPPIST-1e,21,False,2947,0,287,27,0,False,1,D,8.0,P
Europa,False,TRAPPIST-1e,33,False,0,1,0,8620,1063,False,1,C,10.0,S
Earth,True,PSO J318.5-22,47,False,0,0,0,0,0,False,1,G,38.0,S
,True,55 Cancri e,54,False,0,0,0,0,0,True,1,C,11.0,S
Earth,False,TRAPPIST-1e,30,False,335,695,541,0,0,False,1,F,53.0,P
Earth,False,TRAPPIST-1e,29,False,272,615,0,0,1,False,1,G,42.0,P
Earth,False,TRAPPIST-1e,21,False,702,172,408,2,6,True,1,F,54.0,P
Europa,True,TRAPPIST-1e,24,False,0,0,0,0,0,True,1,A,3.0,S
Mars,False,55 Cancri e,21,False,1664,0,0,0,0,False,2,F,49.0,S
Mars,True,TRAPPIST-1e,60,False,0,0,0,0,0,True,2,F,49.0,S
Earth,False,TRAPPIST-1e,22,False,0,0,313,299,92,False,1,F,50.0,S
Europa,False,TRAPPIST-1e,26,False,0,4810,0,981,2054,False,1,E,16.0,S
Earth,False,TRAPPIST-1e,26,False,66,29,0,0,803,False,1,F,56.0,P
Earth,True,TRAPPIST-1e,28,False,0,0,0,0,0,True,1,G,43.0,P
Europa,True,TRAPPIST-1e,39,False,0,0,0,0,0,True,1,D,8.0,S
Earth,False,TRAPPIST-1e,13,False,118,0,0,754,1,False,1,F,51.0,S
Earth,False,55 Cancri e,47,False,0,231,592,0,0,True,1,F,52.0,S
Earth,False,TRAPPIST-1e,63,False,0,25,128,0,1240,False,1,F,59.0,P
Europa,True,55 Cancri e,27,False,0,0,0,0,0,True,1,D,9.0,S
Earth,False,55 Cancri e,50,False,44,2390,0,53,0,True,1,F,61.0,P
Earth,False,TRAPPIST-1e,35,False,0,0,0,888,0,False,2,,,
Earth,False,TRAPPIST-1e,45,False,0,97,0,14,333,False,2,G,45.0,P
Earth,False,TRAPPIST-1e,19,False,0,0,2078,0,0,True,1,F,63.0,P
Earth,False,TRAPPIST-1e,21,False,0,918,0,0,0,True,1,F,54.0,S
Earth,True,PSO J318.5-22,29,False,0,0,0,0,0,True,2,G,46.0,P
Earth,False,TRAPPIST-1e,22,False,146,654,1,0,2,True,2,F,64.0,P
Europa,True,TRAPPIST-1e,14,False,0,0,0,0,0,True,2,E,16.0,P
Europa,True,55 Cancri e,42,False,0,0,0,0,0,True,2,E,16.0,P
Earth,False,55 Cancri e,57,False,3,1281,29,162,13,False,1,F,65.0,P
Europa,True,55 Cancri e,39,False,0,0,0,0,0,True,2,,,
Europa,False,TRAPPIST-1e,28,False,0,587,32,6,1460,False,2,B,12.0,P
Earth,False,55 Cancri e,19,False,0,0,0,0,828,False,1,F,55.0,S
Europa,True,55 Cancri e,19,False,0,0,0,0,0,True,1,C,12.0,S
Europa,False,55 Cancri e,26,False,0,4458,0,1157,262,True,4,B,7.0,S
Europa,True,TRAPPIST-1e,17,False,0,0,0,0,0,True,4,B,7.0,S
Europa,True,TRAPPIST-1e,43,False,0,0,0,0,0,True,4,B,7.0,S
Europa,False,55 Cancri e,9,False,0,0,0,0,0,True,4,B,7.0,S
Europa,False,TRAPPIST-1e,40,False,0,6500,88,1090,0,True,1,D,10.0,S
Europa,True,TRAPPIST-1e,50,False,0,0,0,0,0,True,1,B,8.0,S
Earth,False,TRAPPIST-1e,24,False,90,2,1324,17,0,True,1,G,47.0,P
Europa,True,55 Cancri e,57,False,0,0,0,0,0,True,1,A,3.0,P
Earth,True,TRAPPIST-1e,16,False,0,0,0,0,0,False,1,,,
Earth,False,TRAPPIST-1e,23,False,0,0,15,0,1370,False,1,F,67.0,P
,True,TRAPPIST-1e,23,False,0,0,0,0,0,True,1,G,41.0,S
Europa,False,TRAPPIST-1e,28,False,0,422,0,1851,5166,False,1,E,18.0,S
Europa,False,55 Cancri e,23,False,0,584,0,20,2469,False,1,C,7.0,P
Earth,False,TRAPPIST-1e,23,False,368,175,259,1,101,False,1,E,19.0,S
Earth,False,TRAPPIST-1e,18,False,0,0,1359,0,0,True,1,F,59.0,S
Earth,False,TRAPPIST-1e,18,False,1194,0,157,6,0,False,1,F,60.0,S
Europa,False,TRAPPIST-1e,67,False,0,230,0,4476,241,False,1,,,
Earth,False,PSO J318.5-22,60,False,7,540,1,0,4,True,4,F,68.0,P
Earth,True,55 Cancri e,27,False,0,0,0,0,0,True,4,G,50.0,P
Earth,False,55 Cancri e,49,False,331,0,0,318,0,True,4,F,68.0,P
Earth,False,55 Cancri e,0,False,0,0,0,0,0,True,4,G,50.0,P
Earth,False,55 Cancri e,26,False,386,0,74,0,1330,False,1,G,51.0,P
,True,PSO J318.5-22,35,False,0,0,0,0,0,True,1,G,42.0,S
Europa,False,TRAPPIST-1e,24,False,0,2628,0,170,0,True,2,B,9.0,S
Europa,True,TRAPPIST-1e,20,False,0,0,0,0,0,True,2,B,9.0,S
Earth,False,TRAPPIST-1e,18,False,0,2,0,0,0,False,2,G,44.0,S
Earth,False,TRAPPIST-1e,21,False,0,5,3,0,0,False,2,G,44.0,S
,False,TRAPPIST-1e,59,True,1018,0,209,0,0,False,1,F,61.0,S
Earth,True,PSO J318.5-22,13,False,0,0,0,0,0,False,1,G,45.0,S
Earth,True,55 Cancri e,43,False,0,0,0,0,0,False,1,G,53.0,P
Earth,True,TRAPPIST-1e,29,False,0,0,0,0,0,False,1,G,47.0,S
Earth,False,TRAPPIST-1e,19,False,17,0,784,0,2,True,1,,,
Europa,False,TRAPPIST-1e,2,False,0,0,0,0,0,True,3,C,14.0,S
Europa,False,TRAPPIST-1e,32,False,247,4651,0,46,202,True,3,C,14.0,S
Europa,False,TRAPPIST-1e,33,False,443,317,0,148,1260,False,3,C,14.0,S
Earth,False,TRAPPIST-1e,25,False,0,0,251,0,552,False,1,F,72.0,P
Mars,True,55 Cancri e,29,False,0,0,0,0,0,True,1,F,73.0,P
Mars,False,TRAPPIST-1e,29,False,5715,2,211,1476,0,False,1,F,62.0,S
Earth,False,TRAPPIST-1e,44,False,695,1,16,0,0,False,1,F,74.0,P
Mars,True,55 Cancri e,2,False,0,0,0,0,0,True,3,F,63.0,S
Mars,False,TRAPPIST-1e,19,False,417,349,634,3,1057,True,3,F,63.0,S
Mars,False,55 Cancri e,0,False,0,0,0,0,0,True,3,F,63.0,S
Earth,True,TRAPPIST-1e,18,False,0,0,0,0,0,True,1,G,48.0,S
Europa,True,55 Cancri e,38,False,0,0,0,0,0,True,1,B,10.0,S
Earth,True,PSO J318.5-22,5,False,0,0,0,0,0,False,1,G,57.0,P
Earth,False,PSO J318.5-22,31,False,121,0,0,274,907,False,1,F,76.0,P
Mars,True,TRAPPIST-1e,30,False,0,0,0,0,0,False,1,E,21.0,S
Earth,True,55 Cancri e,15,False,0,0,0,0,0,True,1,G,59.0,P
Mars,False,TRAPPIST-1e,27,False,434,0,1434,0,0,False,1,F,64.0,S
Mars,False,TRAPPIST-1e,22,False,142,2876,202,3,0,True,2,D,12.0,P
Mars,True,TRAPPIST-1e,36,False,520,0,1865,0,0,True,2,,,
Earth,True,PSO J318.5-22,14,False,0,0,0,0,0,True,1,G,60.0,P
Mars,False,TRAPPIST-1e,23,False,2001,0,2975,0,0,False,1,F,78.0,P
Earth,True,TRAPPIST-1e,18,False,0,0,0,0,0,True,1,,,
Europa,True,55 Cancri e,36,False,0,0,0,0,0,True,1,B,15.0,P
Earth,False,TRAPPIST-1e,41,False,0,1198,0,124,572,False,1,F,65.0,S
Earth,True,TRAPPIST-1e,50,False,0,0,0,0,0,True,2,G,50.0,S
Earth,True,PSO J318.5-22,32,False,0,0,0,0,0,True,2,G,50.0,S
Earth,False,PSO J318.5-22,26,False,148,0,453,0,88,False,1,F,66.0,S
Earth,False,TRAPPIST-1e,15,False,358,212,33,0,112,False,1,F,67.0,S
Earth,False,55 Cancri e,33,False,0,36,0,280,417,True,1,F,68.0,S
Earth,False,55 Cancri e,27,False,0,0,0,685,21,False,1,G,51.0,S
